texto,sentimento
não recebi ansioso para receber,negativo
na primeira impressão pesa certo o peso bateu espero sempre pesar no mas certo possível,positivo
o produto veio conforme a descrição mas um pouco machucado com manchas o produto veio embalado em uma camada de papel kraft,positivo
gostei tanto que comprei na mesma semana,positivo
só precisam melhorar a logística de entrega para que a encomenda possa ser entregue mais rápido,positivo
o produto ficou parado nos correios por mais de dias e até agora não foi entregue bem como a empresa não entrou em contato comigo após a reclamação por isso desisti da compra,negativo
o produto veio muito mal embalado era um relógio que apenas foi colocado dentro da caixa de entrega sem nenhum cuidado ou proteção o que poderia ter causado algum dano ao produto,neutro
chegou antes do prazo dado as prateleiras são lindas e bem acabadas recomendo,positivo
perfume chegou com embalagem diferente sem o logotipo da savana com fragrância fraca de pouca duração não parace ser o original da savana não fiquei satisfeita,negativo
até agora o produto não chegou,negativo
recebi a mercadoria a capa protetora veio dentro das medidas que comprei ótimo acabamento e se ajustou bem ao meu sofá excelente produto para proteção do seu sofá,positivo
obrigada por entregar no prazo combinado,positivo
produto bom entrega muito rapida,positivo
comprei uma marca e veio outro bem inferior já pedi p devolver estou aguardando,negativo
produto chegou como combinado em perfeitas condiçoes recomendo,positivo
a loja cumpriu com o combinado eu recomendo,positivo
essa capa não encaixa direito não consigo trocar,negativo
minha cadeira veio com a roda qurbrada,negativo
produto foi recebido de total agrado grato arthur,positivo
super recomendo amei os produtos,positivo
recebi o carregador mas ele esta com defeito no cabo preciso que troque o cabo do carregador fiz vários testes e o defeito é no cabo como faço para efetuar a troca do cabo,negativo
comprei dois produtos ao mesmo tempo e só recebi um o mesmo fornecedor na mesma loja,negativo
tábua excelente adorei o produto e indico a todos,positivo
encomendei três jogos de banheiro e só recebi o amarelo até agora ficou faltando dois,negativo
produto otimo entrega antes do prazo,positivo
muito bom o produto,positivo
embalagem muito mal feita assento do banco chegou com as bordas sujas e os pés ficaram com cola grudada da fita que usaram para fixar uns nos outros sem qq proteção a caixa parecia um chocalho,neutro
somente recebi o duto flexível,neutro
meu produto está errado a nota fiscal e prodito está na nome de outra pessoa eu não estou conseguindo entrar em contato pra pedir o meu produto certo,negativo
produto muito bom chegou certinho,positivo
muito satisfeita parabens,positivo
olha as toalhas nao sao o que eu esperava achei muito abaixo da qualidade que eu esperava,negativo
o produto é de péssima qualidade pelo preço que foi eu esperava melhor qualidade toalhas ralé e rala só serve mesmo para usar na praia além de ásperas em fim propaganda enganosa,neutro
minha primeira compra veio certinho,positivo
otimo serviços o produto foi entregue bem antes do prazo,positivo
boa tarde foi antes do prazo,negativo
bom dia no momento recebi somente a capa de lugares,neutro
produto bom recomendo chegou ntes do prazo,neutro
muito bom foi entregue antes do prazo previsto adorei o produto,positivo
comprei unidades chegou em um dia e a outra no outro,neutro
recebi no prazo tudo certo,positivo
por enquanto insatisfeita,negativo
entregue antes do prazo sempre compro no baratheon recomendo parabéns,positivo
infelizmente uma delas veio trincada mas a dor de cabeça que terei para trocar será muito grande no mais tudo em ordem,neutro
veio com o microfone totalmente quebrado entrei em contato com a loja de oeigem e disseram que para efetuar a troca precisam da autorização de vcs,negativo
muito absurdo insastisfeita com a compra devido a essa situação ter que cancelar o oedido devido o mesmo não estar na unidade a fatura do meu cartão tem vencimento dia espero que vocês res,negativo
essa e a segunda fez que fiz compra e sempre fui bem atendido fico muito grato pelo atendimento abrigado,positivo
comprei objetos com o parceiro porém só recebi objeto,negativo
o mostrador do mp está de cabeça para a baixo funciona só que tem esse problema,neutro
produto lindo e maravilhoso super recomendo,positivo
chega sempre antes do prazo amooo,positivo
o produto veio na caixa original sem qualquer proteção o correio durante a entrega rasgou toda a caixa e ao testar constatei que somente um dos fones funcionava pedi a troca,negativo
o canguru deveria vir com instruções de como utilizar as outras posições,positivo
atraso absurdo na entrega e não respondem o motivo do atraso deixando vc sem saber o que fazer,negativo
saia da cama box linda delicada e fácil de colocar adorei e recomendo,positivo
todo processo foi ok produto correto entregue dentro do prazo,positivo
envio rápido entrega antes do prazo previsto e o produto atendeu as expectativas,positivo
recebi um e mail avisando que teria problemas na entrega o frete já era caríssimo do valor do produto e eu tinha urgência pedi imediatamente o cancelamento ignoraram o meu pedido e cobraram,negativo
òtimo produto chegou antes do prazo,positivo
prazo produto e entrega todo ok,positivo
produtos entregues no prazo,positivo
recebi o produto antes do prazo td ok recomendo a todos,positivo
produto muito bom,positivo
loja encaminhou o produto correto,positivo
prazo prometido e não cumprido,negativo
muito satisfeito tudo ok,positivo
entregou antes do prazo previsto excelente entrega,positivo
produto entregue errado comprei um relogio e me entregaram outro estou insatisfeito ate o momento,negativo
serviço muito bom,negativo
fiquei impressionada com a rapidez na entrega,positivo
comprei um kit base bebê conforto e recebi apenas a base,negativo
produto correto e entrega dentro do prazo,positivo
entrega antes do prazo,positivo
preciso saber onde encontra se meu produto o qual já ultrapassou o prazo de entrega,negativo
o produto é bom e muto bem feito,positivo
produto lindo igual a foto ótimas medidas vale muito a pena adorei,positivo
faltou a nota fiscal,positivo
entregou mais rápido do que o previsto aparentemente o produto é bom comprei para dar de presente,positivo
a saia da minha cama veio ota cem nem um defeito eu encomendo a outras pessoas,positivo
a equipe da baratheon estão de parabéns recebi bem antes do prazo super recomendo,positivo
comprei dois purodutos e o principal não enviaram,negativo
produto recebido corretamente porém fora do prazo,positivo
a capa aderiu bem no meu redmi x recomendo,positivo
compra de dois produtos com previsão de chegada para ambos em porém apenas um produto foi entregue até o momento então o relógio digital mormaii acquarela fzuc chegou e outro não,negativo
só compro no site das lojas lannister pra min o melhor são corretíssimos,positivo
chegou antes do prazo bem embalado igual do anuncio recomendo,positivo
até o momento não recebi o que comprei e essa bolsa e pra meu filho levar pra faculdade com a marmita transtorno total marmita chegou e a bolsa não,negativo
veio somente um relógio,negativo
meu produto veio faltando peça o que o impossibilita de usá lo como faço pra entrar em contato com o vendedor quero um produto novo ou o meu dinheiro de volta,negativo
produto entregue com sucesso no prazo excelente produto a loja está de parabéns,positivo
desde o dia que não há atualização no status da minha entrega o produto deveria ter chegado dia e até agora nada já entrei em contato vezes e não obtive resposta descaso com o cliente,negativo
entrega antes do prazo produto conforme página não permite escrever o título da avaliação,positivo
o produto está sendo oferecido pela lannister mas quando realizei a compra a mesma foi cancelada por não existir o produto,negativo
chegou tudo perfeito,positivo
achei que a corda do pescoço fosse mais grossa pelas imagens mas ela é bem fina também a ponta da flecha tem um formato côncavo atrás dela é tipo um buraco nas imagens não mostravam isso,neutro
recebi somente unidade e pague por,negativo
amei linda e resistente minva forma de silicone chegou super rapido,positivo
não recebi meu produto gostaria de um retorno positivo,negativo
minha namorado gostou demais leve e bonito e fácil de ajustar,positivo
não entraram em contato p dar uma posição e a mercadoria faz um mês q comprei e não chegou,negativo
ótimo vendedor e produto recomendo a todos do das lojas lannister,positivo
produto entregue antes do prazo em perfeitas condições produto de qualidade parabéns e obrigada super recomendo,positivo
site maravilhoso recomendo tratamento digno de vip parabéns,positivo
pessoal super atenciosos,positivo
produto bem acabado de boa qualidade,positivo
comprei tapetes e só recebi estão faltando dois,negativo
esta faltando parte do pedido veio o navalhete mas não chegou as tesouras,negativo
gostei entregou no prazo e correto,positivo
amei a agilidade da entrega do produto,positivo
como ainda não recebi o produto que me informaram que chegaria até dia vou aguardar após receber farei comentários por isso não recomento essa loja mas vamos aguardar pois a nota já chegou,negativo
